method,image_index,sample_id,label,image_max,pixel_ap
B,99,tubes/test/good/030.png,0,0.17514009773731232,
B,100,tubes/test/good/031.png,0,0.16232605278491974,
C,0,tubes/test/anomalous/000.png,1,0.11159524321556091,0.7081557391082525
C,1,tubes/test/anomalous/001.png,1,0.0532337911427021,0.5717569960051807
C,2,tubes/test/anomalous/002.png,1,0.07515592873096466,0.760011399879073
C,3,tubes/test/anomalous/003.png,1,0.07025157660245895,0.7142676577174378
C,4,tubes/test/anomalous/004.png,1,0.11532522737979889,0.1832164743028111
C,5,tubes/test/anomalous/005.png,1,0.08082625269889832,0.5889731261815538
C,6,tubes/test/anomalous/006.png,1,0.08883092552423477,0.5346197714150974
C,7,tubes/test/anomalous/007.png,1,0.10879142582416534,0.4213843918250168
C,8,tubes/test/anomalous/008.png,1,0.11201555281877518,0.8660611147255638
C,9,tubes/test/anomalous/009.png,1,0.0977608859539032,0.6030085197700875
C,10,tubes/test/anomalous/010.png,1,0.1619461476802826,0.22004108742006656
C,11,tubes/test/anomalous/011.png,1,0.15026697516441345,0.49930362448535526
C,12,tubes/test/anomalous/012.png,1,0.15203939378261566,0.6896796311235206
C,13,tubes/test/anomalous/013.png,1,0.09151164442300797,0.044280518378343174
C,14,tubes/test/anomalous/014.png,1,0.07243075221776962,0.27962403986797557
C,15,tubes/test/anomalous/015.png,1,0.04267137497663498,0.18162491040536566
C,16,tubes/test/anomalous/016.png,1,0.04405812546610832,0.14904551524433748
C,17,tubes/test/anomalous/017.png,1,0.07338350266218185,0.3902581525980326
C,18,tubes/test/anomalous/018.png,1,0.061801083385944366,0.39174258042733956
C,19,tubes/test/anomalous/019.png,1,0.0882142037153244,0.5385166850562487
C,20,tubes/test/anomalous/020.png,1,0.04404580593109131,0.059342975417221375
C,21,tubes/test/anomalous/021.png,1,0.06144791096448898,0.4734674519543699
C,22,tubes/test/anomalous/022.png,1,0.04465406388044357,0.1821710423863691
C,23,tubes/test/anomalous/023.png,1,0.04627593979239464,0.12553894534410942
C,24,tubes/test/anomalous/024.png,1,0.12005846202373505,0.28818216880727077
C,25,tubes/test/anomalous/025.png,1,0.12129241973161697,0.6938991605752364
C,26,tubes/test/anomalous/026.png,1,0.0824144035577774,0.3588882795367099
C,27,tubes/test/anomalous/027.png,1,0.10823672264814377,0.5798460928286178
C,28,tubes/test/anomalous/028.png,1,0.12217217683792114,0.3136264432468212
C,29,tubes/test/anomalous/029.png,1,0.07208291441202164,0.6727019471238476
C,30,tubes/test/anomalous/030.png,1,0.11844311654567719,0.8222108863657707
C,31,tubes/test/anomalous/031.png,1,0.14883913099765778,0.38457448078786705
C,32,tubes/test/anomalous/032.png,1,0.06652272492647171,0.6503010307104744
C,33,tubes/test/anomalous/033.png,1,0.1196368858218193,0.9892346026066956
C,34,tubes/test/anomalous/034.png,1,0.14715203642845154,0.4864925536410778
C,35,tubes/test/anomalous/035.png,1,0.1080208271741867,0.8976430765693939
C,36,tubes/test/anomalous/036.png,1,0.10325711965560913,0.9598299949070708
C,37,tubes/test/anomalous/037.png,1,0.08096430450677872,0.731053758754288
C,38,tubes/test/anomalous/038.png,1,0.10956351459026337,0.7058863512781153
C,39,tubes/test/anomalous/039.png,1,0.08331529051065445,0.6612743044859309
C,40,tubes/test/anomalous/040.png,1,0.10799714177846909,0.8609190627669709
C,41,tubes/test/anomalous/041.png,1,0.05697009339928627,0.5818047931855984
C,42,tubes/test/anomalous/042.png,1,0.05232496187090874,0.29476514626730504
C,43,tubes/test/anomalous/043.png,1,0.050411663949489594,0.5355161445275611
C,44,tubes/test/anomalous/044.png,1,0.04325588047504425,0.18351480048206714
C,45,tubes/test/anomalous/045.png,1,0.10611047595739365,0.3054719324594725
C,46,tubes/test/anomalous/046.png,1,0.0787711888551712,0.4900466719592422
C,47,tubes/test/anomalous/047.png,1,0.08854182064533234,0.8209191070183119
C,48,tubes/test/anomalous/048.png,1,0.08931487798690796,0.6632500971826423
C,49,tubes/test/anomalous/049.png,1,0.0965084433555603,0.5469642722048939
C,50,tubes/test/anomalous/050.png,1,0.10604070127010345,0.9099889994538101
C,51,tubes/test/anomalous/051.png,1,0.11070554703474045,0.9846040122588113
C,52,tubes/test/anomalous/052.png,1,0.11456093937158585,0.9745742503540491
C,53,tubes/test/anomalous/053.png,1,0.11928854882717133,0.3134537710352574
C,54,tubes/test/anomalous/054.png,1,0.14132076501846313,0.9359218888101078
C,55,tubes/test/anomalous/055.png,1,0.16769187152385712,0.9146716319388273
C,56,tubes/test/anomalous/056.png,1,0.18083913624286652,0.9068980913230673
C,57,tubes/test/anomalous/057.png,1,0.19120573997497559,0.8258838979340458
C,58,tubes/test/anomalous/058.png,1,0.13907204568386078,0.8881628228235209
C,59,tubes/test/anomalous/059.png,1,0.16599255800247192,0.9273662462704209
C,60,tubes/test/anomalous/060.png,1,0.12470939755439758,0.9054347053213943
C,61,tubes/test/anomalous/061.png,1,0.13005462288856506,0.5123947481729636
C,62,tubes/test/anomalous/062.png,1,0.11188589036464691,0.7610039653869696
C,63,tubes/test/anomalous/063.png,1,0.14603832364082336,0.9243932991966031
C,64,tubes/test/anomalous/064.png,1,0.12812042236328125,0.7353705458561641
C,65,tubes/test/anomalous/065.png,1,0.1234690397977829,0.8413793345633689
C,66,tubes/test/anomalous/066.png,1,0.10504177212715149,0.8211565344354075
C,67,tubes/test/anomalous/067.png,1,0.11022387444972992,0.6267861844034326
C,68,tubes/test/anomalous/068.png,1,0.12549421191215515,0.7586287561390127
C,69,tubes/test/good/000.png,0,0.056795861572027206,
C,70,tubes/test/good/001.png,0,0.050129178911447525,
C,71,tubes/test/good/002.png,0,0.08430846780538559,
C,72,tubes/test/good/003.png,0,0.05164889618754387,
C,73,tubes/test/good/004.png,0,0.04398680105805397,
C,74,tubes/test/good/005.png,0,0.038201406598091125,
C,75,tubes/test/good/006.png,0,0.048317164182662964,
C,76,tubes/test/good/007.png,0,0.03802778571844101,
C,77,tubes/test/good/008.png,0,0.11864985525608063,
C,78,tubes/test/good/009.png,0,0.05549789220094681,
C,79,tubes/test/good/010.png,0,0.05038832873106003,
C,80,tubes/test/good/011.png,0,0.07137995213270187,
C,81,tubes/test/good/012.png,0,0.041086118668317795,
C,82,tubes/test/good/013.png,0,0.05558134987950325,
C,83,tubes/test/good/014.png,0,0.038179654628038406,
C,84,tubes/test/good/015.png,0,0.04771006479859352,
C,85,tubes/test/good/016.png,0,0.03818496689200401,
C,86,tubes/test/good/017.png,0,0.11334898322820663,
C,87,tubes/test/good/018.png,0,0.04128364846110344,
C,88,tubes/test/good/019.png,0,0.045867085456848145,
C,89,tubes/test/good/020.png,0,0.048443734645843506,
C,90,tubes/test/good/021.png,0,0.04198896139860153,
C,91,tubes/test/good/022.png,0,0.0708586648106575,
C,92,tubes/test/good/023.png,0,0.039286017417907715,
C,93,tubes/test/good/024.png,0,0.042628880590200424,
C,94,tubes/test/good/025.png,0,0.04651059955358505,
C,95,tubes/test/good/026.png,0,0.04648815840482712,
C,96,tubes/test/good/027.png,0,0.037256959825754166,
C,97,tubes/test/good/028.png,0,0.04977436363697052,
C,98,tubes/test/good/029.png,0,0.03598228842020035,
C,99,tubes/test/good/030.png,0,0.03832695260643959,
C,100,tubes/test/good/031.png,0,0.08848544210195541,
S,0,tubes/test/anomalous/000.png,1,0.34600865840911865,0.9100480721764516
S,1,tubes/test/anomalous/001.png,1,0.3150603175163269,0.9794807045726961
S,2,tubes/test/anomalous/002.png,1,0.358038067817688,0.9250367973593225
S,3,tubes/test/anomalous/003.png,1,0.3493754267692566,0.9064322510114883
S,4,tubes/test/anomalous/004.png,1,0.3703659772872925,0.9198101192411646
S,5,tubes/test/anomalous/005.png,1,0.3847981095314026,0.9464275739130454
S,6,tubes/test/anomalous/006.png,1,0.31212520599365234,0.8828815024899204
S,7,tubes/test/anomalous/007.png,1,0.2975732684135437,0.6647206856017939
S,8,tubes/test/anomalous/008.png,1,0.29375171661376953,0.8477962218386483
S,9,tubes/test/anomalous/009.png,1,0.37871280312538147,0.7857482479352429
S,10,tubes/test/anomalous/010.png,1,0.3081088364124298,0.5360515058250788
S,11,tubes/test/anomalous/011.png,1,0.2655825912952423,0.6995337321771495
S,12,tubes/test/anomalous/012.png,1,0.30279380083084106,0.9703774225751941
S,13,tubes/test/anomalous/013.png,1,0.2372952252626419,0.07853830603409638
S,14,tubes/test/anomalous/014.png,1,0.15430903434753418,0.08475784733977693
S,15,tubes/test/anomalous/015.png,1,0.19808612763881683,0.08038921925084928
S,16,tubes/test/anomalous/016.png,1,0.1947140097618103,0.03663341959214245
S,17,tubes/test/anomalous/017.png,1,0.17351414263248444,0.1453934543741056
S,18,tubes/test/anomalous/018.png,1,0.1927211582660675,0.17704327501995937
S,19,tubes/test/anomalous/019.png,1,0.22057877480983734,0.37419008002876825
S,20,tubes/test/anomalous/020.png,1,0.2223784178495407,0.201309197421706
S,21,tubes/test/anomalous/021.png,1,0.2880347967147827,0.412047830452101
S,22,tubes/test/anomalous/022.png,1,0.20651619136333466,0.5363522485122931
S,23,tubes/test/anomalous/023.png,1,0.19716671109199524,0.5686111187676945
S,24,tubes/test/anomalous/024.png,1,0.2888920307159424,0.6195055204819311
S,25,tubes/test/anomalous/025.png,1,0.3190706670284271,0.7167782038081826
S,26,tubes/test/anomalous/026.png,1,0.3395904004573822,0.7074946022080937
S,27,tubes/test/anomalous/027.png,1,0.3190837800502777,0.7987456660880303
S,28,tubes/test/anomalous/028.png,1,0.30437546968460083,0.973749719173955
S,29,tubes/test/anomalous/029.png,1,0.2992469072341919,0.8321996881827749
S,30,tubes/test/anomalous/030.png,1,0.522614061832428,0.959005717261916
S,31,tubes/test/anomalous/031.png,1,0.5512250065803528,0.9906336282459517
S,32,tubes/test/anomalous/032.png,1,0.5835456848144531,0.8822489099185926
S,33,tubes/test/anomalous/033.png,1,0.45235076546669006,0.9598230395117116
S,34,tubes/test/anomalous/034.png,1,0.32192322611808777,0.9586268772812087
S,35,tubes/test/anomalous/035.png,1,0.41884803771972656,0.9755561462788505
S,36,tubes/test/anomalous/036.png,1,0.40025919675827026,0.9668731313269182
S,37,tubes/test/anomalous/037.png,1,0.31491196155548096,0.7300149470981949
S,38,tubes/test/anomalous/038.png,1,0.37121790647506714,0.7532418793671974
S,39,tubes/test/anomalous/039.png,1,0.375957727432251,0.8222061292513159
S,40,tubes/test/anomalous/040.png,1,0.43636834621429443,0.8002941330684185
S,41,tubes/test/anomalous/041.png,1,0.2668393552303314,0.7182778983349514
S,42,tubes/test/anomalous/042.png,1,0.3677384555339813,0.8154018952709293
S,43,tubes/test/anomalous/043.png,1,0.1845172494649887,0.4899067717002302
S,44,tubes/test/anomalous/044.png,1,0.16937550902366638,0.4124134786392546
S,45,tubes/test/anomalous/045.png,1,0.23585619032382965,0.6325560086584161
S,46,tubes/test/anomalous/046.png,1,0.25358709692955017,0.7307521500966561
S,47,tubes/test/anomalous/047.png,1,0.28137633204460144,0.7453100832167394
S,48,tubes/test/anomalous/048.png,1,0.2589579224586487,0.8569159286592218
S,49,tubes/test/anomalous/049.png,1,0.3269672989845276,0.9696388829322267
S,50,tubes/test/anomalous/050.png,1,0.32853108644485474,0.9679731625715005
S,51,tubes/test/anomalous/051.png,1,0.33697277307510376,0.9314457560413443
S,52,tubes/test/anomalous/052.png,1,0.35417234897613525,0.9647516835016838
S,53,tubes/test/anomalous/053.png,1,0.31420382857322693,0.8557147096820952
S,54,tubes/test/anomalous/054.png,1,0.4375653862953186,0.9157993322467007
S,55,tubes/test/anomalous/055.png,1,0.3712262809276581,0.49318636745723793
S,56,tubes/test/anomalous/056.png,1,0.2610822916030884,0.10759230603798353
S,57,tubes/test/anomalous/057.png,1,0.34584975242614746,0.18602998478485283
S,58,tubes/test/anomalous/058.png,1,0.3399752974510193,0.10129904327335568
S,59,tubes/test/anomalous/059.png,1,0.20018988847732544,0.16781220438773792
S,60,tubes/test/anomalous/060.png,1,0.17005325853824615,0.12453530015874202
S,61,tubes/test/anomalous/061.png,1,0.2042113095521927,0.051094904317854795
S,62,tubes/test/anomalous/062.png,1,0.34504234790802,0.6512014308636171
S,63,tubes/test/anomalous/063.png,1,0.435715913772583,0.943460315700722
S,64,tubes/test/anomalous/064.png,1,0.31902891397476196,0.5671946939337723
S,65,tubes/test/anomalous/065.png,1,0.33641505241394043,0.7034760845086049
S,66,tubes/test/anomalous/066.png,1,0.3466271758079529,0.7480340964272121
S,67,tubes/test/anomalous/067.png,1,0.3350619077682495,0.904031349795934
S,68,tubes/test/anomalous/068.png,1,0.3201840817928314,0.5960695126393866
S,69,tubes/test/good/000.png,0,0.21774406731128693,
S,70,tubes/test/good/001.png,0,0.18162304162979126,
S,71,tubes/test/good/002.png,0,0.1674966663122177,
S,72,tubes/test/good/003.png,0,0.142262801527977,
S,73,tubes/test/good/004.png,0,0.13079369068145752,
S,74,tubes/test/good/005.png,0,0.14297334849834442,
S,75,tubes/test/good/006.png,0,0.14781111478805542,
S,76,tubes/test/good/007.png,0,0.13629701733589172,
S,77,tubes/test/good/008.png,0,0.1309753954410553,
S,78,tubes/test/good/009.png,0,0.12134707719087601,
S,79,tubes/test/good/010.png,0,0.12607483565807343,
S,80,tubes/test/good/011.png,0,0.14252181351184845,
S,81,tubes/test/good/012.png,0,0.13487187027931213,
S,82,tubes/test/good/013.png,0,0.15341465175151825,
S,83,tubes/test/good/014.png,0,0.17753024399280548,
S,84,tubes/test/good/015.png,0,0.18283146619796753,
S,85,tubes/test/good/016.png,0,0.18173901736736298,
S,86,tubes/test/good/017.png,0,0.18672756850719452,
S,87,tubes/test/good/018.png,0,0.18266142904758453,
S,88,tubes/test/good/019.png,0,0.14136125147342682,
S,89,tubes/test/good/020.png,0,0.22099527716636658,
S,90,tubes/test/good/021.png,0,0.11539295315742493,
S,91,tubes/test/good/022.png,0,0.1567695289850235,
S,92,tubes/test/good/023.png,0,0.21482881903648376,
S,93,tubes/test/good/024.png,0,0.17812778055667877,
S,94,tubes/test/good/025.png,0,0.21051472425460815,
S,95,tubes/test/good/026.png,0,0.2188957929611206,
S,96,tubes/test/good/027.png,0,0.2223091870546341,
S,97,tubes/test/good/028.png,0,0.19339154660701752,
S,98,tubes/test/good/029.png,0,0.1541082113981247,
S,99,tubes/test/good/030.png,0,0.1440301090478897,
S,100,tubes/test/good/031.png,0,0.17633426189422607,
A1_J,0,tubes/test/anomalous/000.png,1,0.313629686832428,0.9749040556601734
A1_J,1,tubes/test/anomalous/001.png,1,0.2864236533641815,0.9754502463804788
A1_J,2,tubes/test/anomalous/002.png,1,0.3290683329105377,0.942476717921304
A1_J,3,tubes/test/anomalous/003.png,1,0.32340797781944275,0.9492890883813563
A1_J,4,tubes/test/anomalous/004.png,1,0.32700517773628235,0.9424097015906381
A1_J,5,tubes/test/anomalous/005.png,1,0.3078915774822235,0.9696428162516607
A1_J,6,tubes/test/anomalous/006.png,1,0.3188929557800293,0.9228025377484173
A1_J,7,tubes/test/anomalous/007.png,1,0.3326195776462555,0.8266194433819826
A1_J,8,tubes/test/anomalous/008.png,1,0.33969205617904663,0.8227643600523842
A1_J,9,tubes/test/anomalous/009.png,1,0.33999910950660706,0.7248299483377595
A1_J,10,tubes/test/anomalous/010.png,1,0.3290848731994629,0.8162959770053246
A1_J,11,tubes/test/anomalous/011.png,1,0.31833285093307495,0.8931678554268061
A1_J,12,tubes/test/anomalous/012.png,1,0.34592002630233765,0.9383228856321869
A1_J,13,tubes/test/anomalous/013.png,1,0.14449623227119446,0.09408911250305298
A1_J,14,tubes/test/anomalous/014.png,1,0.15077632665634155,0.6181517608638352
A1_J,15,tubes/test/anomalous/015.png,1,0.13793417811393738,0.3630970989097077
A1_J,16,tubes/test/anomalous/016.png,1,0.1200156956911087,0.34099921080197254
A1_J,17,tubes/test/anomalous/017.png,1,0.17622672021389008,0.5441229731904639
A1_J,18,tubes/test/anomalous/018.png,1,0.14983993768692017,0.41902393560830226
A1_J,19,tubes/test/anomalous/019.png,1,0.2976144254207611,0.598892006508501
A1_J,20,tubes/test/anomalous/020.png,1,0.22688250243663788,0.5695836814577326
A1_J,21,tubes/test/anomalous/021.png,1,0.2711368203163147,0.47025108057009796
A1_J,22,tubes/test/anomalous/022.png,1,0.24936604499816895,0.6934707166021101
A1_J,23,tubes/test/anomalous/023.png,1,0.2583754062652588,0.680468844418738
A1_J,24,tubes/test/anomalous/024.png,1,0.33907946944236755,0.6692654161167065
A1_J,25,tubes/test/anomalous/025.png,1,0.37760213017463684,0.8330281917540495
A1_J,26,tubes/test/anomalous/026.png,1,0.3223884701728821,0.8927948425376415
A1_J,27,tubes/test/anomalous/027.png,1,0.3538316786289215,0.7796155671614622
A1_J,28,tubes/test/anomalous/028.png,1,0.3493569791316986,0.9346418621301922
A1_J,29,tubes/test/anomalous/029.png,1,0.33888235688209534,0.8974896264277086
A1_J,30,tubes/test/anomalous/030.png,1,0.36516061425209045,0.9506782685220492
A1_J,31,tubes/test/anomalous/031.png,1,0.3456662595272064,0.9866326472123765
A1_J,32,tubes/test/anomalous/032.png,1,0.2741978168487549,0.9369485543799112
A1_J,33,tubes/test/anomalous/033.png,1,0.31887704133987427,0.9528292258105809
A1_J,34,tubes/test/anomalous/034.png,1,0.3410428762435913,0.950103899844619
A1_J,35,tubes/test/anomalous/035.png,1,0.31112954020500183,0.9515371063620398
A1_J,36,tubes/test/anomalous/036.png,1,0.29919692873954773,0.9625809144741136
A1_J,37,tubes/test/anomalous/037.png,1,0.31214842200279236,0.9173741589203213
A1_J,38,tubes/test/anomalous/038.png,1,0.34896016120910645,0.8751368696918549
A1_J,39,tubes/test/anomalous/039.png,1,0.34493178129196167,0.9109010933571343
A1_J,40,tubes/test/anomalous/040.png,1,0.37421777844429016,0.8315017412949157
A1_J,41,tubes/test/anomalous/041.png,1,0.26109790802001953,0.826496037109819
A1_J,42,tubes/test/anomalous/042.png,1,0.29394879937171936,0.8995102725021846
A1_J,43,tubes/test/anomalous/043.png,1,0.27199313044548035,0.7713598588110403
A1_J,44,tubes/test/anomalous/044.png,1,0.26665744185447693,0.833358721014787
A1_J,45,tubes/test/anomalous/045.png,1,0.29503709077835083,0.866028971777945
A1_J,46,tubes/test/anomalous/046.png,1,0.32106801867485046,0.8694702067926634
A1_J,47,tubes/test/anomalous/047.png,1,0.3405701816082001,0.9094435491901763
A1_J,48,tubes/test/anomalous/048.png,1,0.30136242508888245,0.971347179602949
A1_J,49,tubes/test/anomalous/049.png,1,0.3053903579711914,0.9807830628264065
A1_J,50,tubes/test/anomalous/050.png,1,0.31105107069015503,0.9593306141966793
A1_J,51,tubes/test/anomalous/051.png,1,0.3079451322555542,0.9795172219085264
A1_J,52,tubes/test/anomalous/052.png,1,0.31797245144844055,0.9803394355453852
A1_J,53,tubes/test/anomalous/053.png,1,0.3082069754600525,0.717915261268395
A1_J,54,tubes/test/anomalous/054.png,1,0.3693636655807495,0.9332734484991287
A1_J,55,tubes/test/anomalous/055.png,1,0.35092493891716003,0.639354654347214
A1_J,56,tubes/test/anomalous/056.png,1,0.21910901367664337,0.7170583365997071
A1_J,57,tubes/test/anomalous/057.png,1,0.2486235797405243,0.7685633221942267
A1_J,58,tubes/test/anomalous/058.png,1,0.20928406715393066,0.43466342643853983
A1_J,59,tubes/test/anomalous/059.png,1,0.23180904984474182,0.6160825375167458
A1_J,60,tubes/test/anomalous/060.png,1,0.17898833751678467,0.5887534343492691
A1_J,61,tubes/test/anomalous/061.png,1,0.18908467888832092,0.15431997025582986
A1_J,62,tubes/test/anomalous/062.png,1,0.3460269868373871,0.710544399164505
A1_J,63,tubes/test/anomalous/063.png,1,0.34660568833351135,0.973683343541395
A1_J,64,tubes/test/anomalous/064.png,1,0.3599444329738617,0.7417313949325037
A1_J,65,tubes/test/anomalous/065.png,1,0.35534194111824036,0.8203521455419763
A1_J,66,tubes/test/anomalous/066.png,1,0.3594159781932831,0.843847556331435
A1_J,67,tubes/test/anomalous/067.png,1,0.3530467450618744,0.9664267516021531
A1_J,68,tubes/test/anomalous/068.png,1,0.3706946074962616,0.7575437332854358
A1_J,69,tubes/test/good/000.png,0,0.16232280433177948,
A1_J,70,tubes/test/good/001.png,0,0.13671445846557617,
A1_J,71,tubes/test/good/002.png,0,0.1289883255958557,
A1_J,72,tubes/test/good/003.png,0,0.12668700516223907,
A1_J,73,tubes/test/good/004.png,0,0.12343019247055054,
A1_J,74,tubes/test/good/005.png,0,0.13383813202381134,
A1_J,75,tubes/test/good/006.png,0,0.13881637156009674,
A1_J,76,tubes/test/good/007.png,0,0.13647940754890442,
A1_J,77,tubes/test/good/008.png,0,0.18615928292274475,
A1_J,78,tubes/test/good/009.png,0,0.11095964163541794,
